Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,
10/28/2018 2:20:59 AM,28,DCH,70:11:56.683,00:33:00.003,0,0,LG_HG2_NN_Char,3.85056,-1.49670,23.97615,-0.63384,-2.39141,14.00000,
10/28/2018 2:21:59 AM,28,DCH,70:12:56.682,00:34:00.002,0,0,LG_HG2_NN_Char,3.84263,-1.49670,23.87099,-0.65881,-2.48746,14.00000,
10/28/2018 2:22:59 AM,28,DCH,70:13:56.684,00:35:00.004,0,0,LG_HG2_NN_Char,3.83505,-1.49670,23.97615,-0.68378,-2.58332,14.00000,
10/28/2018 2:23:59 AM,28,DCH,70:14:56.684,00:36:00.004,0,0,LG_HG2_NN_Char,3.82763,-1.49670,24.29162,-0.70875,-2.67899,14.00000,
10/28/2018 2:24:59 AM,28,DCH,70:15:56.682,00:37:00.002,0,0,LG_HG2_NN_Char,3.82038,-1.49670,24.39678,-0.73373,-2.77450,14.00000,
10/28/2018 2:25:59 AM,28,DCH,70:16:56.681,00:38:00.001,0,0,LG_HG2_NN_Char,3.81314,-1.49925,24.08130,-0.75870,-2.86982,14.00000,
10/28/2018 2:26:59 AM,28,DCH,70:17:56.681,00:39:00.001,0,0,LG_HG2_NN_Char,3.80589,-1.49670,23.87099,-0.78368,-2.96496,14.00000,
10/28/2018 2:27:59 AM,28,DCH,70:18:56.684,00:40:00.004,0,0,LG_HG2_NN_Char,3.79830,-1.49670,23.97615,-0.80865,-3.05989,14.00000,
10/28/2018 2:28:59 AM,28,DCH,70:19:56.681,00:41:00.001,0,0,LG_HG2_NN_Char,3.79089,-1.49925,24.08130,-0.83362,-3.15466,14.00000,
10/28/2018 2:29:59 AM,28,DCH,70:20:56.680,00:42:00.000,0,0,LG_HG2_NN_Char,3.78330,-1.49670,24.29162,-0.85859,-3.24922,14.00000,
10/28/2018 2:30:59 AM,28,DCH,70:21:56.681,00:43:00.001,0,0,LG_HG2_NN_Char,3.77555,-1.49925,24.29162,-0.88357,-3.34361,14.00000,
10/28/2018 2:31:59 AM,28,DCH,70:22:56.681,00:44:00.001,0,0,LG_HG2_NN_Char,3.76746,-1.49925,24.08130,-0.90854,-3.43781,14.00000,
10/28/2018 2:32:59 AM,28,DCH,70:23:56.683,00:45:00.003,0,0,LG_HG2_NN_Char,3.75920,-1.49925,23.87099,-0.93351,-3.53178,14.00000,
10/28/2018 2:33:59 AM,28,DCH,70:24:56.685,00:46:00.005,0,0,LG_HG2_NN_Char,3.75077,-1.49925,23.97615,-0.95849,-3.62558,14.00000,
10/28/2018 2:34:59 AM,28,DCH,70:25:56.682,00:47:00.002,0,0,LG_HG2_NN_Char,3.74217,-1.49670,24.39678,-0.98347,-3.71914,14.00000,
10/28/2018 2:35:59 AM,28,DCH,70:26:56.681,00:48:00.001,0,0,LG_HG2_NN_Char,3.73341,-1.49925,24.29162,-1.00844,-3.81248,14.00000,
10/28/2018 2:36:59 AM,28,DCH,70:27:56.682,00:49:00.002,0,0,LG_HG2_NN_Char,3.72447,-1.49670,23.87099,-1.03341,-3.90560,14.00000,
10/28/2018 2:37:59 AM,28,DCH,70:28:56.681,00:50:00.001,0,0,LG_HG2_NN_Char,3.71537,-1.49670,23.87099,-1.05838,-3.99850,14.00000,
10/28/2018 2:38:59 AM,28,DCH,70:29:56.683,00:51:00.003,0,0,LG_HG2_NN_Char,3.70627,-1.49925,24.18646,-1.08335,-4.09117,14.00000,
10/28/2018 2:39:59 AM,28,DCH,70:30:56.683,00:52:00.003,0,0,LG_HG2_NN_Char,3.69717,-1.49925,24.39678,-1.10833,-4.18361,14.00000,
10/28/2018 2:40:59 AM,28,DCH,70:31:56.684,00:53:00.004,0,0,LG_HG2_NN_Char,3.68790,-1.49670,23.87099,-1.13330,-4.27581,14.00000,
10/28/2018 2:41:59 AM,28,DCH,70:32:56.681,00:54:00.001,0,0,LG_HG2_NN_Char,3.67846,-1.49670,23.87099,-1.15827,-4.36778,14.00000,
10/28/2018 2:42:59 AM,28,DCH,70:33:56.683,00:55:00.003,0,0,LG_HG2_NN_Char,3.66919,-1.49925,24.18646,-1.18324,-4.45951,14.00000,
10/28/2018 2:43:59 AM,28,DCH,70:34:56.681,00:56:00.001,0,0,LG_HG2_NN_Char,3.65992,-1.49670,24.29162,-1.20820,-4.55100,14.00000,
10/28/2018 2:44:59 AM,28,DCH,70:35:56.683,00:57:00.003,0,0,LG_HG2_NN_Char,3.65081,-1.49925,24.29162,-1.23317,-4.64228,14.00000,
10/28/2018 2:45:59 AM,28,DCH,70:36:56.682,00:58:00.002,0,0,LG_HG2_NN_Char,3.64171,-1.49925,23.87099,-1.25814,-4.73332,14.00000,
10/28/2018 2:46:59 AM,28,DCH,70:37:56.683,00:59:00.003,0,0,LG_HG2_NN_Char,3.63278,-1.49925,23.87099,-1.28311,-4.82415,14.00000,
10/28/2018 2:47:59 AM,28,DCH,70:38:56.681,01:00:00.001,0,0,LG_HG2_NN_Char,3.62401,-1.49670,24.18646,-1.30807,-4.91471,14.00000,
10/28/2018 2:48:59 AM,28,DCH,70:39:56.681,01:01:00.001,0,0,LG_HG2_NN_Char,3.61558,-1.49670,24.29162,-1.33304,-5.00511,14.00000,
10/28/2018 2:49:59 AM,28,DCH,70:40:56.681,01:02:00.001,0,0,LG_HG2_NN_Char,3.60749,-1.49925,24.18646,-1.35802,-5.09531,14.00000,
10/28/2018 2:50:59 AM,28,DCH,70:41:56.682,01:03:00.002,0,0,LG_HG2_NN_Char,3.59974,-1.49925,24.08130,-1.38299,-5.18530,14.00000,
10/28/2018 2:51:59 AM,28,DCH,70:42:56.684,01:04:00.004,0,0,LG_HG2_NN_Char,3.59199,-1.49925,23.97615,-1.40797,-5.27510,14.00000,
10/28/2018 2:52:59 AM,28,DCH,70:43:56.681,01:05:00.001,0,0,LG_HG2_NN_Char,3.58457,-1.49925,23.87099,-1.43293,-5.36470,14.00000,
10/28/2018 2:53:59 AM,28,DCH,70:44:56.682,01:06:00.002,0,0,LG_HG2_NN_Char,3.57749,-1.49925,23.97615,-1.45790,-5.45411,14.00000,
10/28/2018 2:54:59 AM,28,DCH,70:45:56.681,01:07:00.001,0,0,LG_HG2_NN_Char,3.57058,-1.49925,24.08130,-1.48288,-5.54337,14.00000,
10/28/2018 2:55:59 AM,28,DCH,70:46:56.683,01:08:00.003,0,0,LG_HG2_NN_Char,3.56384,-1.49925,24.18646,-1.50784,-5.63240,14.00000,
10/28/2018 2:56:59 AM,28,DCH,70:47:56.684,01:09:00.004,0,0,LG_HG2_NN_Char,3.55726,-1.49925,24.18646,-1.53281,-5.72131,14.00000,
10/28/2018 2:57:59 AM,28,DCH,70:48:56.683,01:10:00.003,0,0,LG_HG2_NN_Char,3.55086,-1.49925,24.08130,-1.55778,-5.81006,14.00000,
10/28/2018 2:58:59 AM,28,DCH,70:49:56.681,01:11:00.001,0,0,LG_HG2_NN_Char,3.54462,-1.49670,23.97615,-1.58275,-5.89866,14.00000,
10/28/2018 2:59:59 AM,28,DCH,70:50:56.683,01:12:00.003,0,0,LG_HG2_NN_Char,3.53822,-1.49670,24.08130,-1.60772,-5.98709,14.00000,
10/28/2018 3:00:59 AM,28,DCH,70:51:56.680,01:13:00.000,0,0,LG_HG2_NN_Char,3.53215,-1.49925,24.08130,-1.63270,-6.07537,14.00000,
10/28/2018 3:01:59 AM,28,DCH,70:52:56.680,01:14:00.000,0,0,LG_HG2_NN_Char,3.52591,-1.49925,24.18646,-1.65767,-6.16350,14.00000,
10/28/2018 3:02:59 AM,28,DCH,70:53:56.681,01:15:00.001,0,0,LG_HG2_NN_Char,3.51951,-1.49670,24.18646,-1.68264,-6.25146,14.00000,
10/28/2018 3:03:59 AM,28,DCH,70:54:56.684,01:16:00.004,0,0,LG_HG2_NN_Char,3.51327,-1.49925,24.08130,-1.70760,-6.33924,14.00000,
10/28/2018 3:04:59 AM,28,DCH,70:55:56.681,01:17:00.001,0,0,LG_HG2_NN_Char,3.50670,-1.49925,24.18646,-1.73258,-6.42691,14.00000,
10/28/2018 3:05:59 AM,28,DCH,70:56:56.684,01:18:00.004,0,0,LG_HG2_NN_Char,3.50012,-1.49925,24.29162,-1.75756,-6.51442,14.00000,
10/28/2018 3:06:59 AM,28,DCH,70:57:56.682,01:19:00.002,0,0,LG_HG2_NN_Char,3.49338,-1.49925,24.18646,-1.78253,-6.60174,14.00000,
10/28/2018 3:07:59 AM,28,DCH,70:58:56.683,01:20:00.003,0,0,LG_HG2_NN_Char,3.48647,-1.49670,24.18646,-1.80750,-6.68889,14.00000,
10/28/2018 3:08:59 AM,28,DCH,70:59:56.680,01:21:00.000,0,0,LG_HG2_NN_Char,3.47939,-1.49925,24.18646,-1.83247,-6.77586,14.00000,
10/28/2018 3:09:59 AM,28,DCH,71:00:56.681,01:22:00.001,0,0,LG_HG2_NN_Char,3.47248,-1.49925,24.39678,-1.85744,-6.86265,14.00000,
10/28/2018 3:10:59 AM,28,DCH,71:01:56.682,01:23:00.002,0,0,LG_HG2_NN_Char,3.46540,-1.49925,24.18646,-1.88242,-6.94930,14.00000,
10/28/2018 3:11:59 AM,28,DCH,71:02:56.682,01:24:00.002,0,0,LG_HG2_NN_Char,3.45832,-1.49925,24.18646,-1.90739,-7.03576,14.00000,
10/28/2018 3:12:59 AM,28,DCH,71:03:56.682,01:25:00.002,0,0,LG_HG2_NN_Char,3.45090,-1.49670,24.18646,-1.93236,-7.12200,14.00000,
10/28/2018 3:13:59 AM,28,DCH,71:04:56.681,01:26:00.001,0,0,LG_HG2_NN_Char,3.44264,-1.49670,24.29162,-1.95733,-7.20807,14.00000,
10/28/2018 3:14:59 AM,28,DCH,71:05:56.683,01:27:00.003,0,0,LG_HG2_NN_Char,3.43405,-1.49925,24.18646,-1.98230,-7.29393,14.00000,
10/28/2018 3:15:59 AM,28,DCH,71:06:56.683,01:28:00.003,0,0,LG_HG2_NN_Char,3.42494,-1.49670,24.18646,-2.00727,-7.37957,14.00000,
10/28/2018 3:16:59 AM,28,DCH,71:07:56.684,01:29:00.004,0,0,LG_HG2_NN_Char,3.41551,-1.49925,24.29162,-2.03224,-7.46497,14.00000,
10/28/2018 3:17:59 AM,28,DCH,71:08:56.681,01:30:00.001,0,0,LG_HG2_NN_Char,3.40573,-1.49670,24.29162,-2.05721,-7.55015,14.00000,
10/28/2018 3:18:59 AM,28,DCH,71:09:56.681,01:31:00.001,0,0,LG_HG2_NN_Char,3.39545,-1.49925,24.29162,-2.08218,-7.63506,14.00000,
10/28/2018 3:19:59 AM,28,DCH,71:10:56.681,01:32:00.001,0,0,LG_HG2_NN_Char,3.38483,-1.49670,24.29162,-2.10716,-7.71975,14.00000,
10/28/2018 3:20:59 AM,28,DCH,71:11:56.684,01:33:00.004,0,0,LG_HG2_NN_Char,3.37370,-1.49925,24.39678,-2.13215,-7.80417,14.00000,
10/28/2018 3:21:59 AM,28,DCH,71:12:56.680,01:34:00.000,0,0,LG_HG2_NN_Char,3.36089,-1.49670,24.18646,-2.15712,-7.88827,14.00000,
10/28/2018 3:22:59 AM,28,DCH,71:13:56.682,01:35:00.002,0,0,LG_HG2_NN_Char,3.34572,-1.49925,24.29162,-2.18209,-7.97202,14.00000,
10/28/2018 3:23:59 AM,28,DCH,71:14:56.680,01:36:00.000,0,0,LG_HG2_NN_Char,3.32819,-1.49925,24.39678,-2.20707,-8.05535,14.00000,
10/28/2018 3:24:59 AM,28,DCH,71:15:56.682,01:37:00.002,0,0,LG_HG2_NN_Char,3.30948,-1.49925,24.50194,-2.23203,-8.13822,14.00000,
10/28/2018 3:25:59 AM,28,DCH,71:16:56.682,01:38:00.002,0,0,LG_HG2_NN_Char,3.28841,-1.49925,24.39678,-2.25699,-8.22057,14.00000,
10/28/2018 3:26:59 AM,28,DCH,71:17:56.682,01:39:00.002,0,0,LG_HG2_NN_Char,3.26465,-1.49670,24.29162,-2.28196,-8.30236,14.00000,
10/28/2018 3:27:59 AM,28,DCH,71:18:56.684,01:40:00.004,0,0,LG_HG2_NN_Char,3.23818,-1.49925,24.50194,-2.30692,-8.38354,14.00000,
10/28/2018 3:28:59 AM,28,DCH,71:19:56.682,01:41:00.002,0,0,LG_HG2_NN_Char,3.20902,-1.49925,24.60710,-2.33190,-8.46405,14.00000,
10/28/2018 3:29:59 AM,28,DCH,71:20:56.683,01:42:00.003,0,0,LG_HG2_NN_Char,3.17733,-1.49925,24.50194,-2.35686,-8.54378,14.00000,
10/28/2018 3:30:59 AM,28,DCH,71:21:56.681,01:43:00.001,0,0,LG_HG2_NN_Char,3.14413,-1.49925,24.29162,-2.38183,-8.62271,14.00000,
10/28/2018 3:31:59 AM,28,DCH,71:22:56.680,01:44:00.000,0,0,LG_HG2_NN_Char,3.11092,-1.49670,24.60710,-2.40681,-8.70081,14.00000,
10/28/2018 3:32:59 AM,28,DCH,71:23:56.684,01:45:00.004,0,0,LG_HG2_NN_Char,3.07738,-1.49670,24.71226,-2.43178,-8.77807,14.00000,
10/28/2018 3:33:59 AM,28,DCH,71:24:56.682,01:46:00.002,0,0,LG_HG2_NN_Char,3.04198,-1.49670,24.71226,-2.45674,-8.85445,14.00000,
10/28/2018 3:34:59 AM,28,DCH,71:25:56.682,01:47:00.002,0,0,LG_HG2_NN_Char,3.00169,-1.49925,24.29162,-2.48171,-8.92992,14.00000,
10/28/2018 3:35:59 AM,28,DCH,71:26:56.681,01:48:00.001,0,0,LG_HG2_NN_Char,2.95332,-1.49925,24.60710,-2.50668,-9.00430,14.00000,
10/28/2018 3:36:59 AM,28,DCH,71:27:56.684,01:49:00.004,0,0,LG_HG2_NN_Char,2.89331,-1.49670,25.02773,-2.53166,-9.07733,14.00000,
10/28/2018 3:37:59 AM,28,DCH,71:28:56.681,01:50:00.001,0,0,LG_HG2_NN_Char,2.81493,-1.49670,24.60710,-2.55662,-9.14863,14.00000,
10/28/2018 3:38:08 AM,28,DCH,71:29:05.984,01:50:09.304,0,0,LG_HG2_NN_Char,2.79993,-1.49670,24.60710,-2.56049,-9.15949,14.00000,
